25.0, 700.0
25.0, 690.0
25.0, 680.0
25.0, 670.0
25.0, 660.0
25.0, 650.0
25.0, 640.0
25.0, 630.0
25.0, 620.0
25.0, 610.0
25.0, 600.0
25.0, 590.0
25.0, 580.0
25.0, 570.0
25.0, 560.0
25.0, 550.0
25.0, 540.0
25.0, 530.0
25.0, 520.0
25.0, 510.0
25.0, 500.0
25.0, 490.0
25.0, 480.0
25.0, 470.0
25.0, 460.0
25.0, 450.0
25.0, 440.0
25.0, 430.0
25.0, 420.0
25.0, 410.0
25.0, 400.0
25.0, 390.0
25.0, 380.0
25.0, 370.0
25.0, 360.0
25.0, 350.0
25.0, 340.0
25.0, 330.0
25.0, 320.0
25.0, 310.0
25.0, 300.0
25.0, 290.0
25.0, 280.0
25.0, 270.0
25.0, 260.0
25.0, 250.0
25.0, 240.0
25.0, 230.0
25.0, 220.0
25.0, 210.0
25.0, 200.0
25.0, 190.0
25.0, 180.0
25.0, 170.0
25.0, 160.0
25.0, 150.0
25.0, 140.0
25.0, 130.0
25.0, 120.0
25.0, 110.0
25.0, 100.0
25.0, 90.0
25.0, 80.0
25.0, 70.0
25.0, 60.0
25.0, 50.0
25.0, 40.0
25.0, 30.0
25.0, 20.0
35.0, 20.0
45.0, 20.0
55.0, 20.0
65.0, 20.0
75.0, 20.0
85.0, 20.0
95.0, 20.0
105.0, 20.0
115.0, 20.0
125.0, 20.0
135.0, 20.0
145.0, 20.0
155.0, 20.0
165.0, 20.0
175.0, 20.0
185.0, 20.0
195.0, 20.0
205.0, 20.0
215.0, 20.0
225.0, 20.0
225.0, 30.0
225.0, 40.0
225.0, 50.0
225.0, 60.0
225.0, 70.0
225.0, 80.0
225.0, 90.0
225.0, 100.0
225.0, 110.0
225.0, 120.0
225.0, 130.0
225.0, 140.0
225.0, 150.0
225.0, 160.0
225.0, 170.0
225.0, 180.0
225.0, 190.0
225.0, 200.0
225.0, 210.0
225.0, 220.0
225.0, 230.0
225.0, 240.0
225.0, 250.0
225.0, 260.0
225.0, 270.0
225.0, 280.0
225.0, 290.0
225.0, 300.0
225.0, 310.0
225.0, 320.0
225.0, 330.0
225.0, 340.0
225.0, 350.0
225.0, 360.0
225.0, 370.0
225.0, 380.0
225.0, 390.0
225.0, 400.0
225.0, 410.0
225.0, 420.0
225.0, 430.0
225.0, 440.0
225.0, 450.0
225.0, 460.0
225.0, 470.0
225.0, 480.0
225.0, 490.0
225.0, 500.0
225.0, 510.0
225.0, 520.0
225.0, 530.0
225.0, 540.0
225.0, 550.0
225.0, 560.0
225.0, 570.0
225.0, 580.0
225.0, 590.0
225.0, 600.0
225.0, 610.0
225.0, 620.0
225.0, 630.0
225.0, 640.0
225.0, 650.0
225.0, 660.0
225.0, 670.0
225.0, 680.0
225.0, 690.0
225.0, 700.0
225.0, 710.0
225.0, 720.0
225.0, 730.0
225.0, 740.0
225.0, 750.0
225.0, 760.0
225.0, 770.0
225.0, 780.0
225.0, 790.0
235.0, 790.0
245.0, 790.0
255.0, 790.0
265.0, 790.0
275.0, 790.0
285.0, 790.0
295.0, 790.0
305.0, 790.0
315.0, 790.0
325.0, 790.0
335.0, 790.0
345.0, 790.0
355.0, 790.0
365.0, 790.0
375.0, 790.0
385.0, 790.0
395.0, 790.0
405.0, 790.0
415.0, 790.0
425.0, 790.0
435.0, 790.0
445.0, 790.0
455.0, 790.0
465.0, 790.0
475.0, 790.0
475.0, 780.0
475.0, 770.0
475.0, 760.0
475.0, 750.0
475.0, 750.0
465.0, 750.0
455.0, 750.0
445.0, 750.0
435.0, 750.0
425.0, 750.0
425.0, 740.0
425.0, 730.0
425.0, 720.0
425.0, 710.0
425.0, 700.0
425.0, 690.0
425.0, 680.0
425.0, 670.0
425.0, 660.0
425.0, 650.0
425.0, 640.0
425.0, 630.0
425.0, 620.0
425.0, 610.0
425.0, 600.0
425.0, 590.0
425.0, 580.0
425.0, 570.0
425.0, 560.0
425.0, 550.0
425.0, 540.0
425.0, 530.0
425.0, 520.0
425.0, 510.0
425.0, 500.0
425.0, 490.0
425.0, 480.0
425.0, 470.0
425.0, 460.0
425.0, 450.0
425.0, 440.0
425.0, 430.0
425.0, 420.0
425.0, 410.0
425.0, 400.0
425.0, 390.0
425.0, 380.0
425.0, 370.0
425.0, 360.0
425.0, 350.0
425.0, 340.0
425.0, 330.0
425.0, 320.0
425.0, 310.0
425.0, 300.0
425.0, 290.0
425.0, 280.0
425.0, 270.0
425.0, 260.0
425.0, 250.0
425.0, 240.0
425.0, 230.0
425.0, 220.0
425.0, 210.0
425.0, 200.0
425.0, 190.0
425.0, 180.0
425.0, 170.0
425.0, 160.0
425.0, 150.0
425.0, 140.0
425.0, 130.0
425.0, 120.0
425.0, 110.0
425.0, 100.0
425.0, 90.0
425.0, 80.0
425.0, 70.0
425.0, 60.0
425.0, 50.0
425.0, 40.0
425.0, 30.0
425.0, 20.0
425.0, 10.0
425.0, 0.0
425.0, -10.0
425.0, -20.0
425.0, -30.0
425.0, -40.0
435.0, -40.0
445.0, -40.0
455.0, -40.0
465.0, -40.0
475.0, -40.0
485.0, -40.0
495.0, -40.0
505.0, -40.0
515.0, -40.0
525.0, -40.0
535.0, -40.0
545.0, -40.0
555.0, -40.0
565.0, -40.0
575.0, -40.0
585.0, -40.0
595.0, -40.0
605.0, -40.0
615.0, -40.0
625.0, -40.0
635.0, -40.0
645.0, -40.0
655.0, -40.0
655.0, -30.0
655.0, -20.0
655.0, -10.0
655.0, 0.0
655.0, 10.0
655.0, 20.0
655.0, 30.0
655.0, 40.0
655.0, 50.0
655.0, 60.0
655.0, 70.0
655.0, 80.0
655.0, 90.0
655.0, 100.0
655.0, 110.0
655.0, 120.0
655.0, 130.0
655.0, 140.0
655.0, 150.0
655.0, 160.0
655.0, 170.0
655.0, 180.0
655.0, 190.0
655.0, 200.0
655.0, 210.0
655.0, 220.0
655.0, 230.0
655.0, 240.0
655.0, 250.0
655.0, 260.0
655.0, 270.0
655.0, 280.0
655.0, 290.0
655.0, 300.0
655.0, 310.0
655.0, 320.0
655.0, 330.0
655.0, 340.0
655.0, 350.0
655.0, 360.0
655.0, 370.0
655.0, 380.0
655.0, 390.0
655.0, 400.0
655.0, 410.0
655.0, 420.0
655.0, 430.0
655.0, 440.0
655.0, 450.0
655.0, 460.0
655.0, 470.0
655.0, 480.0
655.0, 490.0
655.0, 500.0
655.0, 510.0
655.0, 520.0
655.0, 530.0
655.0, 540.0
655.0, 550.0
655.0, 560.0
655.0, 570.0
655.0, 580.0
655.0, 590.0
655.0, 600.0
655.0, 610.0
655.0, 620.0
655.0, 630.0
655.0, 640.0
655.0, 650.0
655.0, 660.0
655.0, 670.0
655.0, 680.0
655.0, 690.0
655.0, 700.0
655.0, 710.0
655.0, 720.0
655.0, 730.0
655.0, 740.0
655.0, 750.0
655.0, 760.0
655.0, 770.0
655.0, 780.0
655.0, 790.0
655.0, 800.0
665.0, 800.0
675.0, 800.0
685.0, 800.0
695.0, 800.0
705.0, 800.0
715.0, 800.0
725.0, 800.0
735.0, 800.0
745.0, 800.0
755.0, 800.0
765.0, 800.0
775.0, 800.0
785.0, 800.0
795.0, 800.0
805.0, 800.0
815.0, 800.0
825.0, 800.0
835.0, 800.0
845.0, 800.0
855.0, 800.0
865.0, 800.0
865.0, 790.0
865.0, 780.0
865.0, 770.0
865.0, 760.0
865.0, 750.0
865.0, 740.0
865.0, 730.0
865.0, 720.0
865.0, 710.0
865.0, 700.0
865.0, 690.0
865.0, 680.0
865.0, 670.0
865.0, 660.0
865.0, 650.0
865.0, 640.0
865.0, 630.0
865.0, 620.0
865.0, 610.0
865.0, 600.0
865.0, 590.0
865.0, 580.0
865.0, 570.0
865.0, 560.0
865.0, 550.0
865.0, 540.0
865.0, 530.0
865.0, 520.0
865.0, 510.0
865.0, 500.0
865.0, 490.0
865.0, 480.0
865.0, 470.0
865.0, 460.0
865.0, 450.0
865.0, 440.0
865.0, 430.0
865.0, 420.0
865.0, 410.0
865.0, 400.0
865.0, 390.0
865.0, 380.0
865.0, 370.0
865.0, 360.0
865.0, 350.0
865.0, 340.0
865.0, 330.0
865.0, 320.0
865.0, 310.0
865.0, 300.0
865.0, 290.0
865.0, 280.0
865.0, 270.0
865.0, 260.0
865.0, 250.0
865.0, 240.0
865.0, 230.0
865.0, 220.0
865.0, 210.0
865.0, 200.0
865.0, 190.0
865.0, 180.0
865.0, 170.0
865.0, 160.0
865.0, 150.0
865.0, 140.0
865.0, 130.0
865.0, 120.0
865.0, 110.0
865.0, 100.0
865.0, 90.0
865.0, 80.0
865.0, 70.0
865.0, 60.0
865.0, 50.0
865.0, 40.0
865.0, 30.0
865.0, 20.0
